0.029, 0.120, 0.050, 0.133, 9.0518, 9.0518, 2.5467, 2.7325, 3.1801, 3.8847, 3.3937, 3.6767, 3.9401, 4.6217
0.143, 0.240, 0.050, 0.267, 7.1970, 7.1970, 2.7277, 3.3662, 3.3937, 4.3065, 3.3937, 3.5839, 4.1760, 4.9816
0.286, 0.280, 0.150, 0.400, 5.8161, 5.8161, 2.9934, 3.7999, 3.4723, 4.1286, 3.5551, 3.8943, 4.4549, 4.9994
0.343, 0.400, 0.150, 0.400, 5.2912, 5.2912, 3.1152, 3.8612, 3.7356, 4.3578, 3.5551, 3.8155, 4.4549, 4.7894
0.400, 0.480, 0.150, 0.600, 4.6837, 4.6837, 3.2480, 3.8222, 3.9401, 4.2970, 3.5551, 3.7244, 5.0025, 4.8112
0.514, 0.480, 0.150, 0.533, 4.4595, 4.4595, 3.5551, 4.0202, 3.9401, 4.1894, 3.5551, 3.6908, 4.7968, 4.6169
0.543, 0.480, 0.150, 0.400, 4.5321, 4.5321, 3.6427, 4.1255, 3.9401, 4.2243, 3.5551, 3.7017, 4.4549, 4.4858
0.571, 0.560, 0.200, 0.400, 4.2535, 4.2535, 3.7356, 4.0315, 4.1760, 4.2194, 3.6427, 3.7648, 4.4549, 4.3743
0.629, 0.560, 0.250, 0.400, 4.0634, 4.0634, 3.9401, 4.0176, 4.1760, 4.1129, 3.7356, 3.8175, 4.4549, 4.2983
0.657, 0.560, 0.400, 0.400, 3.8319, 3.8319, 4.0535, 3.9079, 4.1760, 3.9833, 4.0535, 3.9649, 4.4549, 4.2057
0.571, 0.520, 0.300, 0.400, 4.1884, 4.1884, 3.7356, 3.9943, 4.0535, 4.1237, 3.8344, 3.9406, 4.4549, 4.3483
0.629, 0.520, 0.500, 0.400, 3.8319, 3.8319, 3.9401, 3.8721, 4.0535, 3.9383, 4.3091, 4.0705, 4.4549, 4.2057
0.629, 0.400, 0.400, 0.200, 4.3203, 4.3203, 3.9401, 4.1791, 3.7356, 3.9695, 4.0535, 4.1602, 4.0535, 4.1069
0.629, 0.520, 0.450, 0.200, 4.0634, 4.0634, 3.9401, 4.0176, 4.0535, 4.0587, 4.1760, 4.1253, 4.0535, 4.0555
0.686, 0.520, 0.300, 0.200, 4.1251, 4.1251, 4.1760, 4.1411, 4.0535, 4.0907, 3.8344, 3.9216, 4.0535, 4.0678
0.686, 0.520, 0.500, 0.200, 3.8876, 3.8876, 4.1760, 3.9782, 4.0535, 3.9672, 4.3091, 4.0983, 4.0535, 4.0203
0.657, 0.400, 0.450, 0.133, 4.2535, 4.2535, 4.0535, 4.1849, 3.7356, 3.9427, 4.1760, 4.2109, 3.9401, 3.9819
0.743, 0.400, 0.450, 0.133, 4.0634, 4.0634, 4.4549, 4.1641, 3.7356, 3.8667, 4.1760, 4.1253, 3.9401, 3.9565
0.743, 0.480, 0.400, 0.133, 4.0033, 4.0033, 4.4549, 4.1194, 3.9401, 3.9704, 4.0535, 4.0334, 3.9401, 3.9485
0.629, 0.480, 0.400, 0.133, 4.2535, 4.2535, 3.9401, 4.1371, 3.9401, 4.0905, 4.0535, 4.1335, 3.9401, 3.9819
0.657, 0.560, 0.500, 0.133, 3.9447, 3.9447, 4.0535, 3.9820, 4.1760, 4.0465, 4.3091, 4.1269, 3.9401, 3.9407
0.657, 0.440, 0.450, 0.133, 4.1884, 4.1884, 4.0535, 4.1422, 3.8344, 3.9902, 4.1760, 4.1816, 3.9401, 3.9732
0.686, 0.560, 0.450, 0.133, 3.9447, 3.9447, 4.1760, 4.0174, 4.1760, 4.0465, 4.1760, 4.0719, 3.9401, 3.9407
0.571, 0.480, 0.400, 0.133, 4.3889, 4.3889, 3.7356, 4.1089, 3.9401, 4.1555, 4.0535, 4.1877, 3.9401, 3.9999
0.571, 0.600, 0.450, 0.333, 3.9447, 3.9447, 3.7356, 3.8551, 4.3091, 4.0905, 4.1760, 4.0719, 4.3091, 4.1876
0.600, 0.520, 0.400, 0.333, 4.0634, 4.0634, 3.8344, 3.9718, 4.0535, 4.0587, 4.0535, 4.0575, 4.3091, 4.2272
0.714, 0.520, 0.400, 0.267, 3.8876, 3.8876, 4.3091, 4.0080, 4.0535, 3.9672, 4.0535, 3.9872, 4.1760, 4.0991
